1,2,3
8063.497101850508,55609.0270072,40158.16539368972
3776.650728655831,55609.0270072,34989.56170170252
2397.2657358476686,55609.0270072,33326.45233911092
1946.8795990613544,55609.0270072,32783.42670517533
3052.973981530368,55609.0270072,34117.03257962863
5940.564401810712,55609.0270072,37598.568703694706
8681.441829040685,55609.0270072,40903.2145757672
12019.570571159735,55609.0270072,44927.959821528966
14867.788753253782,55609.0270072,48567.33268026485
16865.995430254534,55609.0270072,51224.197084432206
17694.400409380738,55609.0270072,52358.04765764489
18221.161397694188,55609.0270072,53088.95881119266
18072.267070934042,55609.0270072,52882.35937018673
17906.90058875083,55609.0270072,52652.903875033975
18683.25122249132,55609.0270072,53730.13500617126
19378.94544,55735.59945833853,54868.086014589804
19378.94544,57061.2833072,70800.31700003757
24295.88767097476,62540.05844125199,76223.643389
20656.72152855951,63835.11238557692,75291.73190900001
19378.94544,60523.88495115144,75291.73190900001
19378.94544,57061.2833072,73618.67094774061
19378.94544,57061.2833072,62526.79936775574
15945.84868607196,55609.0270072,50000.747504213025
10730.104913861736,55609.0270072,43373.26521197933
4320.086773607501,55609.0270072,35644.77659688959
3190.7733473871463,55609.0270072,34283.1757808697
122.66322783996482,55609.0270072,30583.989026292653
0.0,55458.88783208636,28937.36077774209
0.0,55473.50893867973,29619.88353652202
1038.69018098713,55609.0270072,31688.43268765966
3270.9020996153527,55609.0270072,34379.78612873651
7373.424145405435,55609.0270072,39326.15199100197
11253.36563500115,55609.0270072,44004.15492325243
13966.675957178606,55609.0270072,47369.1911039628
15121.476617842016,55609.0270072,48904.64225986488
15559.195230694764,55609.0270072,49486.6436247637
14589.555923146274,55609.0270072,48197.387523254474
13516.101482637427,55609.0270072,46770.09629030591
12962.25532109672,55609.0270072,46064.54448818489
13620.347800180845,55609.0270072,46908.70473496275
19378.94544,57061.2833072,57546.33905924924
19378.94544,59118.99594135946,75291.73190900001
19378.94544,61519.73912100517,75291.73190900001
19378.94544,59420.6676002683,75291.73190900001
19378.94544,57061.2833072,70475.89598361516
19378.94544,57061.2833072,61237.00829668125
14811.614609215132,55609.0270072,48492.64217573312
7146.607767653948,55609.0270072,39052.68197590781
5838.803780769035,55609.0270072,37475.87703979027
4953.945647409004,55609.0270072,36409.013288439106
6451.538057686404,55609.0270072,38214.644040454004
11526.464110104356,55609.0270072,44333.426769048725
19378.94544,56421.140873006516,55803.1127572586
19378.94544,57061.2833072,65138.37939620475
19378.94544,57061.2833072,70073.3410756236
19378.94544,62357.15378143473,75291.73190900001
24589.563332501377,62485.11779563635,76223.643389
29530.649191965345,61560.7425921162,76223.643389
29578.425534012906,61551.80463048846,76223.643389
27886.372912664403,61868.35275366159,76223.643389
23967.348670880514,62601.521319967535,76223.643389
20938.825180044758,63776.72687827538,75291.73190900001
21798.664434,63553.89641217681,75362.42725139203
47247.38710345158,54421.50025165889,84567.21878689462
52155.31706567606,52644.16978727344,87142.89457332436
36002.31617377105,59541.647463457935,77789.38776792111
27448.26009336929,61950.314629755376,76223.643389
19378.94544,58439.39044733949,75291.73190900001
19378.94544,57061.2833072,59571.229784889554
16087.209837199414,55609.0270072,50188.70473740286
11129.045445471878,55609.0270072,43854.263429467515
8491.070032356354,55609.0270072,40673.685392063766
8576.916504349098,55609.0270072,40777.18954251249
4554.168108979969,55609.0270072,35927.00589102854
2642.1775911779723,55609.0270072,33621.73986981776
1676.317544544868,55609.0270072,32457.21300137932
2406.436799534025,55609.0270072,33337.50979453633
7514.535448603607,55609.0270072,39496.288345617155
15906.983728346593,55609.0270072,49949.07169598293
19378.94544,56645.0532214265,56108.51230742798
19378.94544,57061.2833072,63781.73303689861
19378.94544,57061.2833072,72345.14666905387
19378.94544,60887.495289806095,75291.73190900001
23015.408477818757,62779.60968224245,76223.643389
24482.745743591073,62505.101154269454,76223.643389
23667.578887340784,62657.60205692748,76223.643389
19378.94544,63806.63948641207,75291.73190900001
19378.94544,57061.2833072,73573.81781728612
19378.94544,59126.27537984848,75291.73190900001
38077.78971266461,58512.35655194988,79038.33505266541
35185.01114773957,59946.97405850302,77297.56222636471
27935.4950525205,61859.16301291397,76223.643389
19378.94544,62964.578705999964,75291.73190900001
19378.94544,57061.2833072,66206.94683612029
17739.71866654386,55609.0270072,52420.92934775055
11694.13873285812,55609.0270072,44535.59021902335
9793.293890598774,55609.0270072,42243.76241872248
8912.341846648624,55609.0270072,41181.60820074429
6659.03070567148,55609.0270072,38464.815653241465
6052.536024128736,55609.0270072,37733.57166177172
6933.274367672136,55609.0270072,38795.46823140867
11354.876409637047,55609.0270072,44126.54536238781
18959.752299454034,55609.0270072,54113.796157170946
19378.94544,57061.2833072,69717.10619270246
19378.94544,62121.47443301739,75291.73190900001
27783.57879236187,61887.58341553947,76223.643389
35338.34368317471,59870.931755735175,77389.8323912595
37254.44123880849,58920.68028311432,78542.87278906499
37508.66568254899,58794.60259306918,78695.85616672016
35582.492646140236,59749.85080853806,77536.75267959877
35197.34065071761,59940.85948253359,77304.98169119647
35490.311234989334,59795.56639565059,77481.28112737718
45053.95171858278,55338.08927920977,83241.20358907255
57982.761388146224,56823.89952308095,101590.03701385637
56799.109147218,55808.40413297969,98328.3265236326
54730.26015027091,54062.850537654915,92627.33916684141
51553.04463097972,52852.99018583335,86839.53252990224
39298.608582249566,57906.91507598435,79772.9811003949
19378.94544,62805.83802331974,75291.73190900001
19378.94544,56982.906388991614,56569.318523664566
12980.651363072295,55609.0270072,46086.72439288982
9583.609139572984,55609.0270072,41990.947817938795
9954.145541334385,55609.0270072,42437.699496600006
13062.718570188545,55609.0270072,46185.67192920047
19270.900285149888,55609.0270072,54545.53187662895
19378.94544,57061.2833072,68674.37684632224
23489.53188173744,62690.910973072176,76223.643389
33300.69549380903,60860.06469728503,76223.643389
35015.70781773612,60030.936770581626,77195.6814443075
33747.1360028492,60660.06039184856,76437.1254568134
27803.008380207237,61883.948536021824,76223.643389
26214.63393990964,62181.10062145488,76223.643389
21853.104068481058,62997.05285167872,76223.643389
22064.984904267225,62957.41432133231,76223.643389
26524.006538479764,62123.22338787895,76223.643389
45013.42355325843,55355.025118781865,83216.70278095672
33287.12227668422,60862.603965375194,76223.643389
37715.339021159256,58692.106954728515,78820.22493533063
47964.24360691596,54121.941478180364,85000.58583157393
38593.424752946434,58256.637341128546,79348.62618492279
22832.243793963295,62813.876014914335,76223.643389
19378.94544,57061.2833072,71161.01553873075
19378.94544,56281.0460620346,55612.034019902836
15677.641708175634,55609.0270072,49644.132951608975
8822.995108395966,55609.0270072,41073.88381741176
7982.582068107205,55609.0270072,40060.607028997925
7580.268102388024,55609.0270072,39575.54148682916
8244.524091328698,55609.0270072,40376.42764812676
11262.14165431421,55609.0270072,44014.73607597885
18123.180043661905,55609.0270072,52953.00404242775
19378.94544,57061.2833072,69803.29926364322
19378.94544,60012.26468778622,75291.73190900001
19378.94544,62650.50252331093,75291.73190900001
19378.94544,62761.71200825344,75291.73190900001
19378.94544,61555.119247454946,75291.73190900001
19378.94544,60039.4157324772,75291.73190900001
19378.94544,60926.10120925301,75291.73190900001
19378.94544,62436.86728071427,75291.73190900001
23885.83082734459,62616.77162091468,76223.643389
36386.060558580546,59351.33686418243,78020.31170092185
33765.953452850255,60650.72824309435,76447.7767664682
39536.54553595034,57788.91485318417,79916.16322919686
48933.42585986973,53761.99207555402,85521.31907569138
42543.286349851376,56403.24794089894,81725.51454325794
28876.35505792919,61683.14752021742,76223.643389
19378.94544,57061.2833072,72416.04120084661
19378.94544,55675.882575749194,54786.63669211217
13266.127577707754,55609.0270072,46437.72487320832
11381.907076228552,55609.0270072,44159.13593659092
8689.989568946952,55609.0270072,40913.520493482756
9507.056751006092,55609.0270072,41898.649433965445
12569.358467379205,55609.0270072,45590.833053265844
19012.15415473185,55609.0270072,54186.50674779217
19378.94544,57061.2833072,73650.41060411758
20159.78355605264,63937.96103809205,75291.73190900001
26174.876880418753,62188.53834528394,76223.643389
36706.98138879768,59192.18239436391,78213.43061984927
41536.23072127777,56833.68801286603,81119.50374196154
42202.94432499316,56548.71839896607,81520.70863724138
37313.99404015298,58891.14622593779,78578.70957063347
31322.2343188069,61227.01561511821,76223.643389
25387.18655612404,62335.89895504123,76223.643389
31528.003986010175,61188.86167688616,76223.643389
52466.872566513,53322.75123949241,88684.67603290026
54193.268995041435,53926.248793842096,91737.1290137004
56566.55407599039,55608.889859258794,97687.4902397695
56214.79881997386,55312.73495187021,96718.18205001765
52949.85043330541,52869.251101198955,88424.36066409037
32329.685420283153,61040.21336801057,76223.643389
19378.94544,57061.2833072,74356.4914081716
19378.94544,57061.2833072,58351.28264604087
15440.32834222758,55609.0270072,49328.59530572057
9026.708483277633,55609.0270072,41319.498801045826
1868.8960293639602,55609.0270072,32689.40277323177
0.0,55466.253413207625,29281.191037866953
0.0,55408.57989268012,26588.953019882145
0.0,55443.87221020731,28236.421421770523
2758.5334189680198,55609.0270072,33762.02882012839
8172.598773953462,55609.0270072,40289.70807837395
12974.28494194548,55609.0270072,46079.04847181542
18066.26653343814,55609.0270072,52874.0332830017
19378.94544,57061.2833072,58815.851526693164
19378.94544,57061.2833072,65716.90783206142
19378.94544,57061.2833072,68651.11112394952
19378.94544,57061.2833072,69566.19613031892
19378.94544,57061.2833072,68839.86572146585
19378.94544,57061.2833072,67273.96505378363
19378.94544,57061.2833072,65857.15736200691
19378.94544,57061.2833072,72076.96715872112
29886.281519644668,61494.211131806114,76223.643389
30126.786161744287,61449.21766368725,76223.643389
22070.94742596694,62956.29885613253,76223.643389
19378.94544,59010.02476711278,75291.73190900001
19378.94544,57061.2833072,66377.44322534507
18969.71664240487,55609.0270072,54127.622247317115
13306.224602774424,55609.0270072,46491.0388617148
13864.114462824373,55609.0270072,47232.82284147412
9088.625724358324,55609.0270072,41394.15173974093
7906.968154639396,55609.0270072,39969.44015941556
7998.470852676028,55609.0270072,40079.763948800675
9665.006096000558,55609.0270072,42089.08723527354
17782.149206106882,55609.0270072,52479.8041522075
19378.94544,58552.377415458286,75291.73190900001
25539.617585769105,62307.382240530525,76223.643389
28698.08410965294,61716.49834141601,76223.643389
28482.509887460867,61756.82783222571,76223.643389
27772.498607174362,61889.656293328946,76223.643389
23197.610577170304,62745.52342336997,76223.643389
19378.94544,63884.11467463612,75291.73190900001
19378.94544,60202.3318478277,75291.73190900001
19378.94544,59200.22359498576,75291.73190900001
19378.94544,57575.54890540171,75291.73190900001
30186.104396488416,61438.120448329326,76223.643389
53591.983388593486,54134.727039801684,91415.68707045747
51088.01895938672,54617.448874530266,89427.8504752488
50829.630354866116,53103.81298402771,86475.15187436677
42461.73049855439,56438.106896157966,81676.43709248136
22460.82217809306,62883.361329862644,76223.643389
19378.94544,57061.2833072,61956.17355799565
14691.986793353131,55609.0270072,48333.582109671464
12770.129594867794,55609.0270072,45832.90060421638
12257.684813162663,55609.0270072,45215.05155264749
10673.89082817116,55609.0270072,43305.488505131194
11666.470175674518,55609.0270072,44502.23054066555
15521.736079259996,55609.0270072,49436.837020154024
19378.94544,57061.2833072,66550.06012921284
26229.130512491276,62178.38860869536,76223.643389
32223.43130101422,61059.91507796841,76223.643389
36561.76660749244,59264.198853556154,78126.04545395721
39358.2465413006,57877.33878600251,79808.86914369997
36037.01916120655,59524.43718740625,77810.27082134018
29293.798676178965,61605.05243346649,76223.643389
23900.14272710035,62614.094158866,76223.643389
19378.94544,62718.56362900331,75291.73190900001
19378.94544,62137.631431191454,75291.73190900001
24311.769247851484,62537.08733839041,76223.643389
52297.09462623462,52595.012551418215,87214.30730785072
55913.04656991275,55058.67930624877,95886.66374831108
56719.756820526156,55740.32508080998,98109.66068704062
55307.78078712998,54549.08511713213,94218.77373948653
52599.61492818196,52490.1224645816,87366.68549315467
30160.93623634064,61442.828899204236,76223.643389
19378.94544,57061.2833072,69054.08076929348
16688.479494649233,55609.0270072,50988.16755562949
4436.112873211395,55609.0270072,35784.66798905884
2161.611826475786,55609.0270072,33042.32700120966
2571.788697841992,55609.0270072,33536.87275851285
5726.52080644128,55609.0270072,37340.49868778278
11629.86643039231,55609.0270072,44458.09779850794
13168.773342499037,55609.0270072,46313.54100433134
16968.926609072478,55609.0270072,51361.05688217584
19378.94544,56711.12878916161,56198.634386590384
19378.94544,57061.2833072,59599.50301711146
19378.94544,57061.2833072,62102.979820395296
19378.94544,57061.2833072,61938.91105783234
19378.94544,57061.2833072,61932.58508383772
19378.94544,57061.2833072,60749.22857874711
19378.94544,57061.2833072,60480.44067061009
19378.94544,57061.2833072,66841.40370290319
21652.396174838017,63629.0428288195,75291.73190900001
19378.94544,60474.58616204029,75291.73190900001
25714.43288276019,62274.67791047757,76223.643389
19531.35752876519,64068.02307976159,75291.73190900001
19378.94544,57061.2833072,68508.27957760624
19378.94544,56146.83063211326,55428.97430564851
14437.056085389242,55609.0270072,47994.62000782348
10513.836255704628,55609.0270072,43112.5124522877
6805.703757679317,55609.0270072,38641.65774421799
5387.884997518172,55609.0270072,36932.209201452395
3401.9545935976657,55609.0270072,34537.79468429364
6914.87072951558,55609.0270072,38773.27916641181
14978.15862833728,55609.0270072,48714.083161543786
19378.94544,59761.461973972604,75291.73190900001
34169.615468432145,60450.53988457309,76686.5326834619
20583.77468551406,63850.20981033628,75291.73190900001
19378.94544,61767.33416738207,75291.73190900001
19378.94544,63013.91534745024,75291.73190900001
19378.94544,62861.9932876083,75291.73190900001
19378.94544,60108.53016967233,75291.73190900001
19378.94544,59178.23548648641,75291.73190900001
19378.94544,57061.2833072,74324.47421764758
19378.94544,57061.2833072,74208.97508260478
19378.94544,63372.560229181676,75291.73190900001
53136.92513538951,54292.505212151314,91172.41696508124
56953.6928381532,55941.02672509136,98754.30236039573
43181.699710856345,56130.37454269094,82109.68932974029
21798.664434,63381.195743902426,75634.50288367464
19378.94544,57061.2833072,64802.76365825119
13989.59062168417,55609.0270072,47399.659017741964
5892.242381595459,55609.0270072,37540.30738133654
