Hour/Generator No.,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106
25,590.48,656.09,515.28,238.04,218.51,132.24,299.7,53.51,302.33,78.7,44.97,354.91,196.07,251.49,154.06,120.71,191.13,94.46,150.89,154.06,44.97,150.56,241.43,144.95,226.34,337.82,304.96,116.24,320.73,27.88,52.17,20.46,16.86,141.96,81.23,315.48,92.43,21.14,23.38,75.45,108.64,91.54,27.88,50.3,116.69,45.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,599.54,666.16,588.82,200.44,184,111.36,342.48,63.07,345.48,92.75,53,405.56,263.61,108.55,207.13,52.1,82.5,79.54,173.56,207.13,53,227.52,104.21,194.89,97.7,386.04,348.48,175.66,366.51,32.86,61.48,24.11,19.87,162.22,109.21,360.5,139.68,24.91,27.56,32.56,46.89,39.51,32.86,57.85,134.22,52.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,609.19,676.88,783.9,183.28,168.25,101.82,455.94,95.98,459.94,141.15,80.66,539.93,309.2,142.17,242.94,68.24,108.05,72.73,218.95,242.94,80.66,342.92,136.49,228.59,127.96,513.93,463.94,264.77,487.94,50.01,93.56,36.7,30.25,215.97,128.1,479.94,210.54,37.91,41.94,42.65,61.42,51.75,50.01,72.98,169.32,65.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,609.11,676.79,880.48,92.76,85.15,51.5,512.08,122.61,516.58,180.34,103.02,606.43,281.6,235.3,221.24,112.91,178.81,36.76,226.14,221.24,103.02,286.7,225.89,208.16,211.76,577.22,521.07,221.34,548.02,63.84,119.52,46.83,38.58,242.53,116.62,539.04,175.99,48.38,53.53,70.54,101.61,85.6,63.84,75.33,174.87,67.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,611.14,679.04,888.19,152.25,139.76,84.58,516.6,161.15,521.13,236.99,135.42,611.77,263.62,251.49,207.13,120.72,191.13,60.42,290.71,207.13,135.42,138.81,241.43,194.89,226.34,582.31,525.67,107.17,552.85,83.96,157.09,61.62,50.78,244.71,109.21,543.79,85.22,63.65,70.42,75.45,108.64,91.54,83.96,96.9,224.81,87.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,618.18,686.86,860.63,200.44,184,111.36,500.57,238.14,504.96,350.2,200.12,592.78,254.72,264.56,200.14,126.99,201.06,79.54,266.27,200.14,200.12,237.42,253.98,188.31,238.1,564.24,509.35,183.31,535.7,124.07,232.14,91.05,75.04,237.11,105.53,526.91,145.77,94.05,104.06,79.37,114.29,96.3,124.07,88.76,205.91,79.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,620.31,689.23,872.18,372.9,342.32,207.17,507.29,288.24,511.74,423.88,242.22,600.74,173.4,276.07,136.24,132.52,209.82,147.98,295.76,136.24,242.22,284,265.03,128.19,248.47,571.81,516.19,219.28,542.89,150.18,280.97,110.21,90.83,240.29,71.84,533.99,174.37,113.84,125.95,82.82,119.26,100.49,150.18,98.59,228.72,88.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,620.46,689.4,884.79,496.88,456.13,276.04,514.63,409.34,519.14,601.97,343.98,609.42,278.03,272.78,218.46,130.93,207.31,197.17,329.49,218.46,343.98,386.57,261.87,205.55,245.5,580.08,523.65,298.47,550.74,213.27,399.02,156.51,128.99,243.77,115.19,541.71,237.34,161.67,178.87,81.83,117.84,99.29,213.27,109.83,254.81,98.85,0,0.36,0.28,0,0.34,0.31,0.35,0.26,0.28,0.23,0.68,0.88,0.82,0.33,0,0,0,0.15,0,0,0,0,0.35,0.9,0,0.8,0.77,0.71,0.32,0.68,0.64,0.9,0.28,0.21,0
33,620.46,689.4,895.55,496.88,456.13,276.04,520.88,433.08,525.45,636.89,363.94,616.83,438.65,488.8,344.65,234.63,371.49,197.17,334.82,344.65,363.94,404.7,469.25,324.29,439.92,587.13,530.02,312.47,557.43,225.64,422.17,165.59,136.48,246.73,181.73,548.3,248.47,171.05,189.25,146.64,211.16,177.92,225.64,111.61,258.92,100.44,7.26,3.85,3.03,4.84,3.63,3.28,3.72,2.72,2.98,2.44,4.98,7.33,5.46,3.55,6.13,4.76,5.48,1.64,2.02,2.1,2.34,6.94,3.72,7.52,6.36,5.86,5.62,5.22,3.41,4.52,4.29,6.03,2.98,2.29,1.84
34,619.8,688.67,900.51,496.88,456.13,276.04,523.77,409.34,528.36,601.97,343.98,620.25,446.6,514.33,350.9,246.88,390.89,197.17,338.64,350.9,343.98,386.57,493.75,330.16,462.89,590.39,532.96,298.47,560.52,213.27,399.02,156.51,128.99,248.1,185.02,551.34,237.34,161.67,178.87,154.3,222.19,187.21,213.27,112.88,261.88,101.59,26.62,12.98,10.22,17.76,12.26,11.09,12.55,9.19,10.07,8.24,13.88,15.35,11.4,11.97,22.48,17.47,20.1,5.54,7.4,7.69,8.57,25.45,12.55,15.75,21.99,16.35,15.68,14.55,11.52,9.45,8.97,12.6,10.07,7.73,6.75
35,620.08,688.98,900.51,422.41,387.77,234.67,523.77,485.92,528.36,714.59,408.34,620.25,449.73,455.05,353.36,218.42,345.83,167.62,324.64,353.36,408.34,469.16,436.84,332.48,409.54,590.39,532.96,362.23,560.52,253.17,473.67,185.79,153.13,248.1,186.32,551.34,288.04,191.92,212.34,136.51,196.58,165.64,253.17,108.21,251.05,97.39,42.54,27.05,21.29,28.38,25.54,23.1,26.14,19.15,20.99,17.17,19.69,20.43,16.8,24.94,35.93,27.91,32.13,11.55,11.82,12.29,13.7,40.67,26.14,20.97,38.06,23.19,22.24,20.63,24,13.93,13.22,18.57,20.99,16.1,10.78
36,617.39,685.99,901.05,301.95,277.19,167.75,524.08,498.08,528.68,732.47,418.55,620.62,309.2,354.09,242.94,169.96,269.11,119.82,324.64,242.94,418.55,479.4,339.93,228.59,318.68,590.74,533.28,370.14,560.86,259.5,485.52,190.44,156.96,248.25,128.1,551.66,294.33,196.72,217.65,106.23,152.97,128.89,259.5,108.21,251.05,97.39,48.53,41.71,32.83,32.37,39.39,35.62,40.31,29.53,32.36,26.48,26.33,31.77,30.17,38.46,40.99,31.84,36.65,17.81,13.48,14.02,15.62,46.39,40.31,32.61,45.87,31,29.74,27.59,37.01,25.01,23.74,33.35,32.36,24.83,12.29
37,617.89,686.54,901.11,447.37,410.68,248.54,524.12,433.08,528.71,636.89,363.94,620.66,309.2,300.82,242.94,144.4,228.63,177.53,300.41,242.94,363.94,365.94,288.79,228.59,270.74,590.78,533.31,282.54,560.9,225.64,422.17,165.59,136.47,248.26,128.1,551.7,224.67,171.05,189.25,90.25,129.96,109.5,225.64,100.13,232.31,90.12,55.15,39.18,30.84,36.79,37,33.46,37.88,27.74,30.41,24.88,38.25,32.84,39.39,36.13,46.58,36.18,41.65,16.73,15.32,15.93,17.75,52.72,37.88,33.71,35.83,45.04,43.21,40.08,34.77,32.65,30.99,43.54,30.41,23.33,13.97
38,613.26,681.4,897.77,611.32,561.18,339.62,522.17,321.31,526.75,472.51,270.01,618.36,228.73,313.97,179.71,150.7,238.62,242.59,122.53,179.71,270.01,324.23,301.41,169.09,282.57,588.59,531.33,250.34,558.82,167.4,313.21,122.85,101.25,247.34,94.76,549.65,199.06,126.9,140.4,94.19,135.63,114.28,167.4,40.84,94.76,36.76,52.35,19.11,15.04,34.92,18.05,16.32,18.47,13.53,14.83,12.13,31.61,28.64,33.61,17.62,44.21,34.35,39.54,8.16,14.55,15.12,16.85,50.04,18.47,29.4,28.35,37.22,35.71,33.12,16.96,27.86,26.44,37.15,14.83,11.38,13.26
39,607.68,675.2,900.38,422.41,387.77,234.67,523.69,190.35,528.28,279.92,159.96,620.16,233.83,443.78,183.72,213.01,337.27,167.62,34.27,183.72,159.96,272.82,426.02,172.87,399.4,590.3,532.88,210.65,560.44,99.17,185.55,72.78,59.98,248.06,96.87,551.25,167.5,75.18,83.18,133.13,191.71,161.53,99.17,11.42,26.5,10.28,17.19,6.97,5.49,11.47,6.58,5.95,6.74,4.93,5.41,4.42,15.84,17.59,17.84,6.43,14.52,11.28,12.98,2.97,4.78,4.97,5.53,16.44,6.74,18.06,12.83,18.65,17.89,16.6,6.18,14.79,14.04,19.72,5.41,4.15,4.35
40,612.26,680.29,901.46,372.9,342.32,207.17,524.32,91.23,528.92,134.16,76.66,620.9,483.6,449.5,379.97,215.76,341.62,147.98,51.29,379.97,76.66,169.18,431.52,357.52,404.55,591.01,533.52,130.62,561.11,47.53,88.93,34.88,28.75,248.36,200.35,551.92,103.87,36.03,39.86,134.85,194.18,163.62,47.53,17.1,39.67,15.39,0,3.61,2.84,0,3.4,3.08,3.49,2.55,2.8,2.29,5.66,0,3.82,3.32,0,0,0,1.54,0,0,0,0,3.49,0,0,6.66,6.39,5.93,3.2,3.17,3,4.22,2.8,2.15,0
41,604.08,671.2,901.29,422.41,387.77,234.67,524.22,38.2,528.82,56.18,32.1,620.79,532.45,434.24,418.35,208.43,330.02,167.62,48.83,418.35,32.1,342.92,416.87,393.63,390.82,590.9,533.42,264.77,561.01,19.9,37.24,14.61,12.04,248.31,220.59,551.81,210.54,15.09,16.69,130.27,187.59,158.06,19.9,16.28,37.76,14.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,590.48,656.09,901.26,372.9,342.32,207.17,524.2,21.38,528.8,31.44,17.97,620.76,441.85,305.76,347.17,146.77,232.38,147.98,29.31,347.17,17.97,433.71,293.53,326.65,275.19,590.87,533.4,334.87,560.99,11.14,20.84,8.18,6.74,248.31,183.05,551.79,266.28,8.44,9.34,91.73,132.09,111.3,11.14,9.77,22.67,8.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,584.68,649.64,900.83,567.79,521.23,315.44,523.95,21.38,528.55,31.44,17.97,620.47,333.23,377.02,261.82,180.97,286.53,225.31,46.48,261.82,17.97,365.94,361.94,246.35,339.31,590.59,533.14,282.54,560.72,11.14,20.84,8.17,6.74,248.19,138.05,551.53,224.67,8.44,9.34,113.1,162.87,137.23,11.14,15.49,35.94,13.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,604.68,671.86,901.29,611.32,561.18,339.62,524.22,30.35,528.82,44.64,25.51,620.79,542.65,431.78,426.37,207.25,328.15,242.59,134.57,426.37,25.51,237.42,414.51,401.17,388.6,590.9,533.42,183.31,561.01,15.81,29.59,11.61,9.56,248.31,224.81,551.81,145.77,11.99,13.26,129.53,186.53,157.17,15.81,44.85,104.06,40.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,619.27,688.07,901.43,496.87,456.13,276.04,524.3,74.08,528.9,108.94,62.25,620.88,560.76,443.78,440.6,213.01,337.27,197.17,150.89,440.6,62.25,169.18,426.03,414.56,399.4,590.99,533.5,130.62,561.09,38.6,72.21,28.32,23.34,248.35,232.32,551.89,103.87,29.26,32.37,133.13,191.71,161.53,38.6,50.3,116.69,45.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,620.55,689.5,901.26,496.88,456.13,276.04,524.2,141.06,528.8,207.44,118.54,620.76,611.71,431.78,480.63,207.26,328.16,197.17,125.27,480.63,118.54,237.42,414.51,452.23,388.6,590.87,533.4,183.31,560.99,73.49,137.51,53.94,44.45,248.31,253.42,551.79,145.77,55.71,61.64,129.53,186.53,157.17,73.49,41.76,96.87,37.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,620.6,689.56,901.05,567.79,521.23,315.44,524.08,198.03,528.68,291.22,166.41,620.62,619.46,425.52,486.72,204.25,323.39,225.31,190.34,486.72,166.41,284,408.5,457.96,382.97,590.74,533.28,219.28,560.86,103.17,193.03,75.72,62.4,248.25,256.63,551.67,174.37,78.21,86.53,127.66,183.82,154.89,103.17,63.45,147.2,57.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,615.62,684.02,901.36,755.9,693.91,419.95,524.26,382.54,528.86,562.56,321.46,620.83,609.9,300.83,479.21,144.4,228.63,299.96,105.04,479.21,321.46,371.33,288.79,450.89,270.74,590.94,533.46,286.7,561.05,199.31,372.89,146.26,120.55,248.33,252.67,551.85,227.98,151.09,167.16,90.25,129.96,109.5,199.31,35.01,81.23,31.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
