1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,70,71,72,73,74,75,113,114,115,117
239.6945237,93.99176842,183.2906003,141.0097984,0,244.3874603,89.29883187,0,0,0,328.9933353,220.8784605,159.7815853,65.78981686,422.9851189,117.5007834,50.45285242,281.9753205,211.4925519,84.605875,65.78981686,47.01803003,32.89490843,0,0,0,291.4054903,79.91292321,112.8078316,0,202.1066584,277.2823687,292.2023942,0,0,0,301.0570268,208.0835341,0,37.58786022,103.3776618,93.99176842
225.1024799,88.26976865,172.1322958,132.4254506,0,229.5097214,83.86252714,0,0,0,308.9649879,207.4318947,150.0544548,61.78468616,397.2347709,110.3476096,47.38140036,264.8093203,198.6173783,79.45526655,61.78468616,44.15568196,30.89234308,0,0,0,273.6654033,75.04801072,105.9403538,0,189.8028762,260.4020644,274.4137935,0,0,0,282.7293768,195.4158935,0,35.29959891,97.08427075,88.26976865
220.407176,86.4285922,168.5418714,129.6632521,0,224.722489,82.11327921,0,0,0,302.5204365,203.105173,146.9245415,60.49594925,388.9490427,108.0459222,46.39309463,259.2857906,194.4745144,77.79794754,60.49594925,43.23465992,30.24797463,0,0,0,267.9571489,73.48262053,103.7305952,0,185.8438697,254.9704636,268.6899288,0,0,0,276.8320613,191.3398079,0,34.56330163,95.05923686,86.4285922
218.8741016,85.82742548,167.3695538,128.7613604,0,223.1593988,81.54212828,0,0,0,300.4162114,201.6924453,145.9025863,60.07516082,386.2436508,107.2943929,46.07040067,257.4822904,193.1218184,77.25681253,60.07516082,42.93393492,30.03758041,0,0,0,266.0933337,72.97150141,103.0090818,0,184.5512055,253.1969792,266.8210167,0,0,0,274.9065154,190.0089158,0,34.32289153,94.39803843,85.82742548
222.6391486,87.3038189,170.2486254,130.9762984,0,226.9981609,82.94480652,0,0,0,305.5839362,205.1619354,148.4123857,61.10856678,392.8877693,109.1400586,46.86289836,261.9114709,196.4438775,78.58577526,61.10856678,43.67247949,30.55428339,0,0,0,270.6706404,74.22674872,104.7810321,0,187.7258339,257.5524443,271.4108409,0,0,0,279.6354254,193.2774272,0,34.91330993,96.02186254,87.3038189
232.4682496,91.15811884,177.7647831,136.7586564,0,237.0197042,86.60666424,0,0,0,319.0748941,214.2194502,154.9645143,63.80639544,410.2330277,113.9583876,48.93180747,273.4743713,205.1165065,82.05518992,63.80639544,45.60053759,31.90319772,0,0,0,282.6202418,77.50372053,109.4069182,0,196.0135776,268.9229019,283.3931207,0,0,0,291.9808052,201.8102632,0,36.45466711,100.2610478,91.15811884
241.7979526,94.81658911,184.899059,142.2472238,0,246.5320718,90.0824699,0,0,0,331.880402,222.8167699,161.1837417,66.36715254,426.6970065,118.5319065,50.89559923,284.4497827,213.3484956,85.34833019,66.36715254,47.43063471,33.18357627,0,0,0,293.9627065,80.6141956,113.7977719,0,203.8802366,279.7156481,294.7666036,0,0,0,303.6989397,209.9095621,0,37.91771086,104.284848,94.81658911
253.1606461,99.2722589,193.5879304,148.9317783,0,258.1172334,94.31567154,0,0,0,347.4762961,233.2874898,168.7581707,69.48591182,446.7485711,124.1020186,53.28731134,297.8167928,223.3742775,89.3590627,69.48591182,49.65951943,34.74295591,0,0,0,307.7767529,84.40245924,119.1454151,0,213.4610813,292.8601893,308.6184271,0,0,0,317.9705161,219.7737399,0,39.69955938,109.1854551,99.2722589
262.8557275,103.0740055,201.0016054,154.635294,0,268.0021331,97.92759988,0,0,0,360.7833051,242.2215056,175.2209612,72.14695564,463.8573273,128.8546498,55.32801091,309.2220333,231.9286553,92.78117195,72.14695564,51.56128849,36.07347782,0,0,0,319.5634216,87.63474959,123.7082274,0,221.6358217,304.0756109,320.4373287,0,0,0,330.1475668,228.1902309,0,41.21990018,113.3668391,103.0740055
269.6574453,105.7411732,206.2027712,158.636674,0,274.9370206,100.4615979,0,0,0,370.1190204,248.4892874,179.7550208,74.01384757,475.8602108,132.1889236,56.75969179,317.2235368,237.9300968,95.18199981,74.01384757,52.89550076,37.00692378,0,0,0,327.8325214,89.90240739,126.9093312,0,227.3709234,311.9439444,328.7290419,0,0,0,338.6905445,234.0949361,0,42.28651621,116.3003466,105.7411732
272.4772622,106.8469122,208.3590404,160.295543,0,277.8120462,101.5121282,0,0,0,373.9893673,251.0877481,181.634725,74.78781284,480.8362969,133.5712276,57.35322978,320.5407539,240.4181398,96.17732116,74.78781284,53.44863077,37.39390642,0,0,0,331.260677,90.84251986,128.2364263,0,229.7485487,315.2059526,332.1665724,0,0,0,342.2322428,236.5428746,0,42.72870772,117.5165032,106.8469122
274.2703098,107.5500226,209.7301554,161.3503742,0,279.6401995,102.1801329,0,0,0,376.4504194,252.7400411,182.8299796,75.27995704,484.0004594,134.4501984,57.73064501,322.6500852,242.000221,96.81021987,75.27995704,53.80035163,37.63997852,0,0,0,333.4405511,91.4403127,129.0802912,0,231.2604183,317.280178,334.3524079,0,0,0,344.4843158,238.0994545,0,43.00988569,118.2898253,107.5500226
273.7634867,107.3512813,209.3425959,161.0522155,0,279.1234535,101.9913146,0,0,0,375.7547781,252.2730038,182.4921288,75.1408475,483.1060768,134.2017484,57.62396478,322.0538613,241.5530297,96.63132464,75.1408475,53.70093417,37.57042375,0,0,0,332.8243876,91.27134051,128.8417643,0,230.833073,316.6938772,333.7345594,0,0,0,343.8477445,237.6594714,0,42.93040789,118.071238,107.3512813
273.2005939,107.1305533,208.9121607,160.7210715,0,278.5495399,101.7816074,0,0,0,374.9821781,251.7542982,182.1169016,74.98634829,482.1127489,133.9258124,57.50548252,321.3916774,241.0563657,96.43263826,74.98634829,53.59051817,37.49317415,0,0,0,332.1400581,91.08367494,128.5768491,0,230.3584507,316.042714,333.0483584,0,0,0,343.1407495,237.1708131,0,42.84213747,117.8284684,107.1305533
